e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15
-1.7580981,1.9834458,8.183668,2.1266947,12.3598385,5.081006,-1.7558067,3.9707978,-0.51353747,6.205687,2.5763252,5.808287,2.485424,-1.7580633,3.7213168
-1.7575854,1.3802757,5.162313,-1.1292466,7.419376,-0.23985817,-1.7580911,10.144697,-1.4252534,5.105564,2.4475904,1.1907655,-0.33032098,-1.75793,4.9254193
-1.7580993,1.6420987,8.53395,0.77787423,20.094929,5.373374,-1.7580993,-0.036683515,1.2329001,6.420911,10.94913,3.96966,10.688402,-1.758099,9.7239895
-1.7580291,5.0203447,8.925608,1.4339631,9.984485,8.196886,-1.7580988,7.2849355,1.4733615,1.9509455,1.7464651,2.0821974,3.6137056,-1.7580903,2.8527474
-1.7580993,2.9956596,8.35098,1.2450289,20.549982,4.3697352,-1.7580993,1.3020269,0.6566321,6.6525016,8.23599,3.9107282,10.5871105,-1.7580987,8.665486
-1.7580876,4.743589,2.0261981,7.7871547,14.373338,2.853697,-1.7580993,3.3041413,4.1215982,6.2568274,9.162939,4.726387,11.29639,-1.7580978,9.600859
-1.7580993,2.8070662,7.135167,0.9201667,9.036101,5.9727273,-1.7580762,5.8587513,1.085117,3.2332978,0.46373317,2.0062377,3.7738428,-1.7578804,1.756265
-1.7580993,3.556173,7.3124228,1.9861151,18.571512,5.1064634,-1.7580993,1.2078595,0.8331767,5.525198,7.537507,6.721168,8.560982,-1.7580986,6.5231233
-1.7580837,2.0938675,5.400156,1.6402128,1.0154654,4.2285366,-1.7480465,2.2141957,3.1321933,3.9510012,4.297585,3.3821783,1.7170244,-1.7351104,1.4877548
-1.7578814,3.8228688,6.5949802,-0.109671414,10.562674,3.6991827,-1.7580993,2.4870872,1.1478107,9.127862,7.5592866,3.6777248,7.152778,-1.758069,5.6256547
-1.7518586,2.6996865,5.477332,1.6661342,7.6961346,2.137325,-1.7580993,7.462253,1.3118697,11.18696,2.3440976,4.267822,4.0649695,-1.7580805,3.7246563
-1.7580993,3.3830907,4.1788583,6.774486,8.143193,4.4094205,-1.7580992,1.6555761,1.0728704,0.90571314,2.2112296,4.248701,0.8992135,-1.7579937,-1.5801762
-1.750074,2.1288295,8.861412,7.334617,3.6683104,3.7291026,-1.758098,9.33472,-1.4362512,6.939718,7.5494576,2.688509,2.6150596,-1.7579569,8.418006
-1.7580893,4.734373,11.28325,-0.96046084,13.473161,4.887769,-1.7580993,4.167418,10.408095,6.6062527,5.4207063,5.3836064,6.9217134,-1.758098,5.488219
-1.7580993,3.404522,7.4129925,4.413645,6.835781,4.028158,-1.7580993,2.0525029,3.583261,-0.15477331,13.791872,2.9525504,6.052008,-1.7580445,2.1667464
-1.7550659,1.8160182,7.9484115,1.2026724,9.089008,2.2690248,-1.7580991,6.586051,0.49484456,12.890042,2.9760087,4.300751,2.795646,-1.7580984,5.346274
-1.7580993,2.6835752,6.1754417,0.33243904,16.033716,8.264259,-1.7580993,2.0135615,4.2230983,4.1412477,5.948074,4.5756035,8.921522,-1.7580878,5.9069347
-1.7580992,0.3757163,8.261789,5.8095264,1.2611176,3.8507228,-1.7580993,13.220246,4.2105355,8.614232,8.183103,4.9180813,2.1597352,-1.7570955,9.329712
-1.75797,2.7526603,4.10344,3.5017571,2.687117,2.4457786,-1.7580868,5.984578,-0.61837834,8.462779,1.6527936,1.0420614,2.6559677,-1.7580357,3.1448052
-1.7580993,4.4300947,2.1699255,0.47184172,6.9744987,3.9022,-1.7580993,-1.1892241,-1.3079098,3.420691,4.557071,0.9235858,5.9065046,-1.7565397,4.428385
-1.7580993,3.9631941,5.8396792,1.1853396,17.275486,4.8345723,-1.7580993,0.34040105,1.6370641,4.2643905,6.832847,5.6469283,9.656188,-1.7580928,6.027678
-1.7536405,2.1673548,5.7255464,-1.6743246,1.3329426,0.29517013,-1.7580993,2.27805,1.670091,8.529663,2.4663963,4.18404,6.586041,-1.7482939,5.9650917
-1.7580993,5.279059,5.88012,3.62501,19.170067,5.979461,-1.7580993,2.1350574,2.7250278,6.512306,9.579763,4.1561165,11.308411,-1.7580937,1.2308314
-1.758017,3.0517306,-0.12423148,-1.6247599,1.5017754,1.409128,-1.7580993,4.2613063,1.7541517,6.563967,4.807421,0.785175,3.3877382,-1.6612735,3.4819646
-1.758099,4.12232,4.956973,1.2311027,12.153381,5.373771,-1.7580993,0.9853297,0.9834171,5.3014965,0.15926576,2.206967,5.6613693,-1.7580918,5.952705
-1.7580993,4.4542975,6.9307475,0.63251936,13.536505,4.8041534,-1.7580993,-0.7172903,1.3234222,1.1987995,10.639175,5.408298,6.6903234,-1.7580991,9.986662
-1.7580993,0.97548896,-1.4618601,4.72602,0.6304932,3.3735073,-1.7580992,1.5645329,0.14178365,9.2641,3.264668,1.4303378,1.6553243,-1.7554716,6.371901
-1.7527682,5.205529,8.227477,1.9673747,6.171659,5.2639937,-1.7580993,4.6815324,3.7096066,5.024521,7.4002724,1.0615836,10.838527,-1.757808,11.804551
-1.7580993,4.5323877,5.8748937,3.0131755,17.861431,3.517686,-1.7580993,0.5002707,0.62639606,6.7214127,8.201908,7.120833,9.038615,-1.7580959,5.904535
-1.7571013,1.7949709,6.196804,1.8765583,5.341833,-0.048824064,-1.7580992,7.1337237,0.5530241,9.259885,4.1311727,3.5878358,1.2781459,-1.7578592,1.1311426
-1.7580993,1.1525034,7.0618443,6.635389,19.01053,5.833682,-1.7580993,-0.5153339,11.261529,6.5552735,12.843974,2.2979932,8.990863,-1.7580992,6.465667
-1.757943,4.5789957,4.5396266,4.9762096,7.4405737,1.7970448,-1.7580993,4.2380037,-1.0289229,6.1269054,7.667147,6.2695947,13.674738,-1.7579646,9.523709
-1.7580993,4.4807334,6.6374645,4.7919827,11.57869,4.7182984,-1.7580993,0.80180633,6.8310037,3.1185439,4.1570206,3.3441758,3.319453,-1.7578048,1.1064016
-1.7579236,6.377349,5.760401,3.7062266,5.42888,3.0493824,-1.7580993,2.3673291,2.6209593,3.6812713,6.7497177,4.302488,11.1510515,-1.7568756,5.2738805
-1.7580993,5.2977414,4.452211,0.99400246,18.631914,3.649751,-1.7580993,2.418061,2.5054567,4.913679,9.313641,3.5595217,9.19646,-1.7580703,5.1884356
-1.7580595,1.6192195,3.796033,-0.4895983,6.1642375,4.851545,-1.7580993,9.088589,0.45787758,7.483912,7.371255,0.543794,9.9250965,-1.7573247,4.4309072
-1.7580993,9.694792,8.635672,-0.85617924,19.941584,5.912993,-1.7580993,2.5519829,3.7531998,4.518814,8.427723,5.967146,9.675883,-1.7580992,6.3348813
-1.7580988,3.1316404,8.291336,0.94788635,13.761166,3.6391475,-1.7580993,2.1523917,2.0820277,3.9991226,8.472568,4.204679,6.897589,-1.7580931,8.596173
-1.7571957,-0.93191344,6.7287226,0.020725416,2.9663234,2.4142148,-1.7580992,6.2219386,-0.06297366,5.8636227,7.740138,5.5495615,-0.4729309,-1.1016628,1.2077141
-1.7580993,3.2381134,7.3051753,1.5370902,18.094648,5.1456947,-1.7580993,0.97456396,0.77031785,5.242065,8.090202,6.9954233,8.728375,-1.7580973,6.5650644
-1.7580993,5.0499544,4.6856375,-0.019189201,9.686237,5.7783456,-1.7580993,0.321609,4.571178,3.8576646,4.065907,2.6201005,10.895453,-1.7579911,3.7550912
-1.7580993,8.2055235,6.9308233,0.21361728,17.61602,2.3413274,-1.7580993,1.4082499,6.456834,7.3957195,12.83348,8.23767,7.2399073,-1.7580985,6.45207
-1.7580868,6.3470306,4.000156,1.9423211,13.091121,4.0999594,-1.7580993,6.963766,1.6442153,2.9159713,5.719525,5.028708,7.682699,-1.7580866,6.0644436
-1.7580842,3.6396894,2.7803154,-1.2236825,9.819516,4.2399216,-1.7580682,6.10127,1.5025699,7.0501165,8.573977,-0.51819783,3.9741714,-1.7577555,0.8599586
-1.7210308,3.3260992,4.053647,1.3603729,3.474183,2.9734213,-1.7554651,2.6219194,1.4895115,4.573062,1.5689888,5.253735,2.6250896,-1.7486482,3.6216075
-1.7580993,0.9592223,7.645801,3.2690554,16.45876,2.5378337,-1.7580993,-0.34432483,8.811607,6.381182,8.60942,3.3094862,9.090498,-1.7578684,3.4455898
-1.7580993,5.066452,2.1256607,0.5669513,9.485579,0.93613607,-1.7580993,-0.6040931,6.0890045,2.923508,8.98555,1.2449034,1.5657511,-1.7572775,0.8192319
-1.6900239,0.5107483,2.2644863,2.9108045,1.7417036,1.2383909,-1.7580993,7.633571,6.386613,5.1155953,1.4909426,1.4934161,3.2740855,-1.7356566,5.8227835
-1.7580993,0.7313019,12.430101,7.9955707,5.854831,2.7515275,-1.7580993,3.020961,2.6782246,4.3473415,6.284748,2.8238387,10.81694,-1.757669,5.2229805
-1.7580993,2.9379241,4.825403,5.648266,9.696638,6.037256,-1.7580993,0.98542756,3.5693665,4.7336736,12.4076185,3.5704997,3.6141655,-1.7575691,-1.5531564
-1.7580827,3.608824,4.515678,0.8358109,7.010005,4.121306,-1.7501417,2.489686,1.343479,5.6247563,-0.049665745,2.8321273,0.7623572,-1.7580581,4.8455276
-1.7580993,0.45586592,0.492344,0.7954325,6.957353,1.3476789,-1.7580993,4.9254966,1.4817027,3.1296017,5.0187993,2.1663694,7.67649,-1.7561015,1.630234
-1.7580992,3.5083477,6.5325274,2.3647296,11.96789,6.338939,-1.7580993,4.581557,0.5146541,2.384029,3.4876075,1.1553946,7.975137,-1.7576787,6.9507637
-1.7566338,8.334563,4.012805,2.4375687,8.079143,4.8893867,-1.7580993,5.1321836,2.892995,5.0662055,8.931451,2.1679616,9.048025,-1.7580705,8.829916
-1.7580993,7.180898,5.3668685,2.0216744,14.802471,5.1690354,-1.7580993,1.3468407,-0.6455473,4.111433,7.003846,7.8757772,10.806525,-1.7580855,4.0078645
-1.7580993,4.1801815,4.577999,1.1715126,12.794987,6.0310802,-1.7580993,0.1154592,1.114874,5.472563,4.52298,5.390327,7.9859543,-1.7580448,3.3809943
-1.7579036,7.416517,5.6252265,2.589361,9.834385,5.277074,-1.7580993,1.5211493,7.860975,5.330235,3.7837107,4.3394613,7.846573,-1.758097,7.511556
-1.7580993,2.68392,2.6496036,2.2753258,5.553693,1.7066774,-1.7580988,0.29307228,1.5803324,3.6705909,0.9231636,1.9424797,2.0280933,-1.7492152,-1.6111044
-1.7580993,3.8360593,5.0654087,1.5994108,12.302804,6.2370377,-1.7580993,-0.52240396,0.43077886,5.3710036,5.5345206,4.0017257,8.051728,-1.7580109,2.6170392
-1.734381,5.6191006,4.770507,3.391236,4.413778,4.003636,-1.757965,1.0678686,2.0304031,3.6854908,4.048356,1.7700719,5.404995,-1.7570282,7.577015
-1.756205,4.6694317,0.1396902,4.796546,8.355643,3.6503701,-1.7580993,3.361714,1.8809851,4.86852,0.7677698,2.584279,5.132284,-1.7564673,6.6343875
-1.7580993,4.7824516,0.2984263,6.9268985,2.6833603,2.4263194,-1.7580993,2.3964827,0.34268844,1.8591496,9.86013,0.87571675,6.1114645,-1.7575037,0.8049534
-1.7580993,1.6288364,5.0572586,5.8929133,5.361261,0.7654981,-1.7580993,6.7290344,2.6570413,4.0276484,10.632605,-0.8289908,6.829954,-1.756503,2.7465668
-1.7580993,1.4475485,6.8794193,6.4271846,6.48646,2.1721635,-1.758099,7.5862136,-0.71465266,4.1313405,9.415357,-0.8890538,6.3865337,-1.7562387,2.5803053
-1.7580993,2.5330942,5.2690215,0.5082834,6.699905,4.216415,-1.7580993,-0.5550685,1.1669459,1.5344821,2.9030035,4.9085393,10.152757,-1.7572421,4.9249763
-1.7580993,5.1438756,3.151233,2.318621,9.596492,4.936475,-1.7580993,-0.80278707,1.6011574,3.0321689,2.6200402,3.1462057,8.802071,-1.7580148,4.1477137
-1.7578074,6.671081,4.452602,2.6591487,9.153182,3.927074,-1.7580993,1.5863956,2.1551895,3.518174,5.3689423,1.2768853,7.0586076,-1.7579638,5.2858696
-1.7580993,0.7128903,7.8401804,7.0778885,2.5863283,3.4737227,-1.7580993,6.825905,0.67887884,8.388773,14.552686,5.6311107,4.2758617,-1.7580692,4.289785
-1.739124,4.9550815,6.995323,0.009365692,4.8315244,3.6401289,-1.7580984,4.851698,1.8740634,8.260221,0.9474334,2.2039182,4.976091,-1.7580444,3.7212105
-1.7577704,7.5183206,3.8869858,6.525415,8.715246,4.1975474,-1.7580986,4.445568,2.096402,5.7461524,5.1338964,3.8343837,7.642318,-1.7579168,6.35992
-1.7579429,5.9853983,1.3827537,3.3666732,3.5040195,3.423513,-1.7580993,8.684522,2.4345107,3.6957498,6.5478864,-0.27631104,13.128868,-1.7564826,7.6704926
-1.7580993,6.3882904,5.803137,2.413799,7.456222,2.916205,-1.7580993,1.3669038,10.587353,4.214103,7.8911057,2.338695,9.634167,-1.757031,3.2609124
-1.7580988,3.2208476,7.416765,2.2518525,10.624188,6.0544605,-1.7580993,8.83221,-0.10518993,10.662604,11.863855,7.0986643,7.823569,-1.7580944,9.659381
-1.7580993,5.1878886,4.2723994,0.3879183,15.857137,4.547399,-1.7580993,1.9048901,2.8144577,3.77298,6.9707427,6.1053,7.768709,-1.7580708,5.967046
-1.7580991,1.9405187,4.1560564,1.8603061,6.96005,1.9929118,-1.7580993,2.029004,2.0022173,6.4596963,9.234558,4.158288,5.085871,-1.7552421,-0.91277045
-1.7580954,1.5123942,2.1539922,7.3718157,7.111497,3.4436438,-1.7580954,3.6231544,1.4496007,2.0461376,0.5743449,3.1437929,2.3111417,-1.7505325,0.570051
-1.7580993,2.8263829,12.656529,1.4512173,7.349684,3.9467626,-1.7580993,2.858787,0.26921716,2.7099833,4.4815903,0.98253274,6.381884,-1.7579496,10.044764
-1.7580993,0.9289346,12.536839,7.3019447,3.0746512,2.8492362,-1.7580993,16.481724,0.00999058,13.139735,8.912883,2.959755,3.6869946,-1.7580993,1.0226672
-1.7579325,3.8152337,6.499721,2.6265354,13.47539,4.7569933,-1.7580993,3.6654334,5.6529274,4.602277,7.5090866,7.475067,8.853999,-1.7578173,4.741386
-1.7580993,7.4167924,8.3948345,0.040104046,18.548544,3.2734056,-1.7580993,0.73134047,3.7400742,5.3657103,8.859064,6.6309586,7.6502504,-1.7580988,5.563442
-1.7580991,1.390912,8.084005,2.5850072,5.355584,1.0287681,-1.7580706,1.8252035,-0.07901117,5.1979647,5.3468614,2.9061005,5.58139,-1.7468723,1.2849442
-1.7580993,1.7626647,7.2105517,0.25923887,4.630301,7.2397366,-1.7580993,10.654049,-0.49982652,13.664344,12.555074,4.2919455,6.010295,-1.7580898,10.099427
-1.7580992,5.6153913,6.7981625,4.671728,15.255432,3.6894865,-1.7580993,2.050685,2.4051373,4.753703,3.9502666,4.146054,4.528363,-1.7580876,1.286561
-1.736161,0.19171831,5.660932,0.9956314,4.9552975,1.7584732,-1.758093,3.5162356,0.6289708,5.132496,-0.5323632,1.3256248,3.5304265,-1.7539994,6.2750964
-1.7580924,1.9578049,8.770422,2.8074553,8.593903,3.0202515,-1.7580992,4.2810555,1.3754317,0.977451,3.3565638,3.1024582,6.0178742,-1.755532,6.9391007
-1.7580992,4.331498,8.634619,4.3479257,10.4467,2.958616,-1.7580993,5.248493,5.5107527,6.6949763,13.03209,4.4193754,8.389291,-1.7580107,3.4532087
-1.758066,2.3024998,6.0922966,2.6539335,8.393992,2.7416947,-1.7580993,3.6709514,1.9452767,5.5989494,6.81802,6.350789,13.792506,-1.7580657,9.153735
-1.7557056,1.9924715,4.1135383,0.34175187,2.0768836,1.5512341,-1.7580993,3.244707,-0.95771796,7.837801,5.701359,3.6527193,7.5894837,-1.7557746,6.9539814
-1.7580743,3.6963778,7.79922,4.610079,0.7887552,3.0213883,-1.7580993,9.795066,-1.6073798,7.9951057,5.897251,3.828593,2.3771944,-1.7577267,12.9184
-1.7580985,3.3241038,1.6832459,-1.345625,2.7646618,-1.3734701,-1.7580993,5.386572,0.89144224,8.337396,5.036142,1.2921864,5.892921,-1.7547951,3.5968432
-1.7378535,4.7311106,3.300234,0.27030975,4.577455,0.23712137,-1.7580945,2.681299,0.012037846,7.31584,5.291095,2.2762597,4.5752378,-1.7579942,6.163365
-1.7580919,1.9703393,5.573419,-1.4055358,5.48778,2.15616,-1.7580993,2.5281074,0.12039697,12.984296,5.1650734,7.084295,4.106707,-1.7578589,4.8040333
-1.7544262,2.669002,5.8844004,1.2729592,7.4940133,2.6670294,-1.7580978,3.8094926,1.7400477,6.0840034,4.940416,1.2873822,5.676084,-1.7570215,6.8127933
-1.7580993,3.9776096,5.3093395,3.0701776,16.846054,4.1525855,-1.7580993,0.9418438,0.7877913,5.490324,8.102753,6.736024,9.297161,-1.7580906,5.200305
-1.7580923,2.076824,3.0547433,1.6403897,2.777104,-0.8769091,-1.7580936,2.9931333,0.19449994,7.11892,5.7099953,1.7837565,3.6917083,-1.7369702,2.385679
-1.757962,3.5098228,3.555894,5.884631,12.334363,0.73196065,-1.7580993,3.0706868,0.36630532,5.1676416,7.9033623,4.1759787,10.011512,-1.7580751,8.048194
-1.758096,1.4596639,7.948187,1.5118822,13.287487,5.4436097,-1.7580993,6.204014,0.44552463,11.061847,9.999632,6.5186353,8.961924,-1.7580988,7.6007957
-1.7578424,3.7072916,2.3057184,6.472563,5.280382,0.66103065,-1.7567508,2.0576103,0.364676,6.209962,5.57648,3.1978042,2.2256799,-1.7559857,1.089098
-1.7580993,5.727966,6.053873,1.5258533,12.434252,4.5745087,-1.7580993,1.4075145,0.9117306,2.9002857,5.291701,2.9288993,13.4655285,-1.7580671,6.43547
-1.7580993,-0.09264709,9.555667,7.4562693,11.236656,4.472984,-1.7580993,1.6638634,1.2527952,4.6022377,14.601706,4.2013206,7.197898,-1.7579893,-0.9031679
-1.7580993,0.663483,3.875362,8.490299,14.709184,4.2528286,-1.7580993,-1.3508933,0.55537623,6.116705,10.775338,5.9135995,7.297139,-1.7580953,6.1651917
-1.7580993,6.1223383,-1.2756845,12.077235,6.7688055,1.2163813,-1.7580993,4.6389046,0.08000854,5.3726954,5.915106,1.1760149,8.867501,-1.7578053,5.9811363
-1.7580992,4.5160074,2.1616478,-1.1168236,16.459936,1.1821518,-1.7580993,4.9344864,2.0843072,1.142271,8.0550165,6.0475492,6.1791406,-1.7580873,4.695657
-1.758095,2.948241,6.076687,1.7463017,8.867715,5.4102035,-1.7580643,4.8215065,2.1330884,4.861271,0.9126499,0.9005396,5.6176405,-1.7565382,2.5466745
-1.7580993,2.7514174,4.4428873,9.391564,16.360176,1.8748108,-1.7580993,-0.8371681,0.52171224,7.7262635,9.7970915,2.7435198,8.228109,-1.7580937,4.7530694
-1.7580993,0.32550517,0.54921734,11.272605,7.170914,3.0228777,-1.7580988,3.7043977,-1.2639053,10.918395,9.100728,-0.80372375,6.5627604,-1.7580447,5.534296
-1.7580993,0.3698245,7.8912067,7.501776,8.746492,1.0402688,-1.758016,8.044861,0.54768956,1.8597709,7.150296,1.3436677,0.49332002,-1.7580932,0.2930507
-1.7580949,0.06333375,1.1493701,1.4676142,6.8688364,0.4326434,-1.7580993,5.40971,2.2917325,2.7570853,1.7619627,-1.3407556,3.6373885,-1.7455482,-0.3875824
-1.7580848,3.9667974,6.1195827,0.2120953,10.072563,2.45505,-1.7580991,6.818028,-0.65222436,2.8805947,4.743658,1.5742223,6.8143344,-1.757992,2.3208632
-1.7580993,1.2996669,-1.4170165,8.508263,0.41032907,2.3873835,-1.7580824,1.4572922,-1.0337845,7.4191785,3.1496336,1.7086579,1.2534616,-1.7568817,1.961175
-1.7580993,4.6065006,3.125149,2.9816267,16.029312,4.9349327,-1.7580993,0.93978614,2.0849884,6.945756,8.466024,2.7621245,8.834206,-1.7578942,0.6437536
-1.7580993,0.001631628,14.954147,3.9561963,5.4722805,4.233221,-1.758099,8.395507,2.0349195,9.31735,5.7800326,2.727532,3.6007476,-1.7580987,-0.9216522
-1.7580992,9.757028,9.634637,4.2895756,13.773158,7.2799,-1.7580993,9.739678,2.2465281,9.356278,11.549508,7.778397,8.959078,-1.7580993,10.705357
-1.7580993,3.2381134,7.3051753,1.5370902,18.094648,5.1456947,-1.7580993,0.97456396,0.77031785,5.242065,8.090202,6.9954233,8.728375,-1.7580973,6.5650644
-1.7580993,1.9965179,6.5343957,0.81165624,17.593716,5.4853992,-1.7580993,-0.9725681,2.4368887,4.0055594,9.555374,6.2382708,9.181971,-1.7580976,8.175527
-1.7580993,2.245977,6.990077,1.5849054,14.162013,7.517474,-1.7580993,3.305667,1.2700001,5.5459046,6.477048,2.007399,12.23476,-1.7580369,6.400826
-1.7580993,4.4763684,-0.64791703,9.218009,8.898978,4.3225894,-1.7580973,3.9363291,2.6004703,5.371065,7.440163,3.5506577,5.532445,-1.757232,6.69811
-1.7580993,4.7341447,4.324016,0.89914113,16.994164,3.654187,-1.7580993,1.5346977,2.0576801,4.1622853,8.546272,8.16593,6.0723205,-1.758096,6.686415
-1.758094,-0.20102382,11.34361,7.9903703,12.080983,3.7186708,-1.758099,14.038183,0.91258645,3.975698,7.6869974,2.433993,4.3252134,-1.758099,0.933501
-1.7575419,2.201765,1.404581,0.0929694,5.8295836,1.7713113,-1.7580993,5.4853005,-0.69076055,8.313928,5.7798996,1.2405815,4.3196087,-1.7570758,4.5298843
-1.7580993,3.2381134,7.3051753,1.5370902,18.094648,5.1456947,-1.7580993,0.97456396,0.77031785,5.242065,8.090202,6.9954233,8.728375,-1.7580973,6.5650644
-1.7580993,6.4259696,4.2363296,1.452976,17.076675,8.859898,-1.7580993,1.0235133,-0.47670612,6.0175815,7.518105,3.0190043,5.6839952,-1.7580956,5.3656626
-1.7479527,3.244273,1.6325254,2.8367498,4.6981163,2.0710037,-1.7580993,3.9468708,7.080601,8.9028425,4.7498984,2.4595926,4.141307,-1.7513503,3.2438912
-1.7580993,3.2381134,7.3051753,1.5370902,18.094648,5.1456947,-1.7580993,0.97456396,0.77031785,5.242065,8.090202,6.9954233,8.728375,-1.7580973,6.5650644
-1.7580993,1.1733942,2.2005584,9.466928,3.4205225,-0.34469506,-1.7574852,2.4290106,1.546541,6.8938,3.5309925,0.9332412,5.368995,-1.752611,4.4717574
-1.7580993,0.9285641,6.236486,5.2624936,8.10485,4.1498656,-1.7580993,9.659434,1.8851109,4.928131,11.138672,2.56873,10.0534725,-1.7580334,0.9579694
-1.7580993,4.686833,7.249265,4.776169,5.854322,5.4496536,-1.7580993,0.6134191,-0.8077589,-0.4330148,12.124128,1.2452661,3.1881924,-1.7579949,3.529672
-1.7575002,4.0884514,1.2552121,3.7660055,6.509053,0.5919949,-1.7580993,7.390124,-0.821645,4.7670465,6.7036467,4.7760425,5.8241262,-1.7577966,7.433596
-1.7580993,8.533753,8.792677,1.1694893,13.690883,3.570159,-1.7580993,1.0850916,2.740846,2.0255575,8.938548,3.5860543,7.355609,-1.7580991,8.662313
-1.7580993,0.4663465,8.324917,2.1497538,11.909025,1.4577588,-1.7580993,4.3633766,4.8829618,7.8424754,13.864072,4.902671,4.6002145,-1.7577925,2.4139955
-1.7580993,1.7614623,3.2184832,1.8123212,12.582194,3.9003036,-1.7580993,0.47476768,2.838054,3.7170472,9.429276,5.165452,0.959915,-1.7574781,-0.19948003
-1.7580993,4.586272,3.6200504,2.4060462,7.3770685,0.6088443,-1.7580993,0.36266863,2.161136,4.4913197,9.833569,4.483705,6.7293873,-1.7510685,-0.486501
-1.758066,4.8112655,4.967198,-0.7015905,9.60354,2.403149,-1.7580993,8.076108,-0.81412774,5.7174306,8.201067,3.598159,7.1833506,-1.7580918,10.009914
-1.7580993,4.1553106,6.083262,5.5108337,11.793867,3.8285725,-1.7580993,2.0200462,6.9562783,2.9364853,0.51250964,3.881889,1.9941171,-1.7580278,-0.08660139
-1.7580993,6.506846,5.730415,-0.7276566,15.69202,5.9831,-1.7580993,1.9236755,0.45028782,3.858676,7.772655,7.979338,11.361302,-1.7580357,2.2624247
-1.7580993,2.898358,8.677767,4.0718346,12.240771,4.0759053,-1.7580993,6.060685,1.8769909,6.432374,14.701192,6.289659,6.5680375,-1.7580608,3.6428165
-1.7580993,3.556173,7.3124228,1.9861151,18.571512,5.1064634,-1.7580993,1.2078595,0.8331767,5.525198,7.537507,6.721168,8.560982,-1.7580986,6.5231233
-1.7580993,4.2963014,8.241926,0.64353603,10.146764,3.449317,-1.7580993,0.011619249,1.3014374,-0.12132165,5.5864935,3.3089914,8.674094,-1.7580206,11.229563
-1.757078,2.5214553,5.2144647,0.9565,5.5026035,0.5786778,-1.7580912,2.6220706,-0.6965294,8.870794,2.3257976,2.6102135,4.9151773,-1.7574869,4.3606763
-1.7580949,2.2498684,3.4850044,7.6380343,6.976395,2.860214,-1.7580982,5.7724075,6.565616,7.758095,-0.13125026,2.7193077,0.059188228,-1.758053,4.576543
-1.7574563,-0.7530382,2.6319203,4.8225503,1.5718039,0.17478316,-1.7580991,2.2237887,-1.4108313,4.6420975,9.4571295,3.7829566,4.260845,-1.7474294,5.397056
-1.7580943,0.71490395,4.625108,9.570393,1.9201511,0.17002447,-1.7580783,10.747008,-1.3581415,4.891003,2.04704,2.1265578,1.8166791,-1.7563324,5.583319
-1.7580745,4.6177135,-0.8937686,7.809,7.0176587,3.769106,-1.7580993,4.891217,6.4174047,3.6344259,5.680232,4.779703,4.9070745,-1.7563583,6.678882
-1.758095,5.275769,1.8596876,5.5168996,8.827586,4.4536424,-1.7580993,1.6137604,3.2850404,1.8064009,4.397483,3.3328538,7.9393797,-1.7576015,4.7349544
-1.7580993,3.503558,7.729435,2.709981,18.017244,5.712969,-1.7580993,0.68444604,0.49530396,5.3394117,8.511433,5.0840983,9.2818775,-1.7580966,5.91261
-1.7580993,2.3929744,2.8552997,3.8594136,6.9896245,1.5144128,-1.7580993,0.6079371,6.77724,1.9453126,3.7043014,3.578057,3.3001542,-1.6665771,0.009524513
-1.7580993,2.4434493,2.9485352,1.415712,8.68459,3.170433,-1.7580988,1.1572065,2.4602656,2.927611,3.8351257,2.8578186,1.6102023,-1.7445906,-1.6297575
-1.756703,0.9994548,3.912424,4.84298,4.4258657,2.870329,-1.7580993,7.167773,5.3831363,4.657302,8.994886,1.9458787,12.194804,-1.75662,6.438727
-1.7580993,3.2381134,7.3051753,1.5370902,18.094648,5.1456947,-1.7580993,0.97456396,0.77031785,5.242065,8.090202,6.9954233,8.728375,-1.7580973,6.5650644
-1.7580993,5.722149,5.8239264,2.7406342,19.037916,8.665344,-1.7580993,0.20445739,0.5435227,4.7365227,7.960971,4.871683,6.2951217,-1.7580979,4.5625486
-1.7580993,1.547853,6.8448014,1.5660684,14.45969,2.5733268,-1.7580993,0.6129849,1.6985922,2.5287921,4.5193095,2.630185,15.152676,-1.7578554,11.137997
-1.7580993,3.2381134,7.3051753,1.5370902,18.094648,5.1456947,-1.7580993,0.97456396,0.77031785,5.242065,8.090202,6.9954233,8.728375,-1.7580973,6.5650644
-1.757704,6.101409,0.90902776,2.2474422,11.124833,2.8573241,-1.7580993,4.382836,0.70969385,0.0706405,6.9515085,3.0260854,6.5915136,-1.756211,3.8940644
-1.7580984,2.7025557,8.809854,3.3549662,10.168211,6.2198052,-1.7580993,5.809719,5.610945,5.7937727,11.396995,4.784284,8.132405,-1.7525357,3.9567635
-1.7578176,5.8342767,3.5643313,0.91188365,9.831032,0.98606616,-1.7580982,5.361505,5.2593875,2.0144105,5.9160466,2.2925205,5.325215,-1.757396,7.2972193
-1.7580993,2.1208756,10.112326,4.4194098,7.3970838,4.2369246,-1.7580993,14.3410015,0.8666926,15.7809515,15.651608,10.153936,6.4003587,-1.7580851,5.399031
-1.7580991,4.2477083,9.585246,6.024316,6.1922336,5.9311275,-1.7580993,9.773399,1.4713465,6.2998495,15.527347,4.2194176,7.309394,-1.7580642,6.86915
